,texto,sentimiento,texto_normalizado
14597,@UPyD que hace el twiter de upyd twiteando una noticia sobre Rajoy? No deberian preocuparse mas de Rosa Diez?,0,hac twit upyd twit notici rajoy deberi preocup mas ros diez
1555,"Ojalá que 2012 sea el año de la erradicación de otra clase de terrorismo, el de la violencia machista #MensajeGriñan",2,ojal 2012 año errad clas terror violenci machist mensajegriñ
16656,“@ciudadanoquien: Un gran #FF tempranero a @UPyD para que el #20N logre grupo parlamentario y más” ENOORME!,2,“ gran ff tempraner 20n logr grup parlamentari ” enoorm
11383,@ElSpeaker La vida nos lleva por caminos inextricables jajaja Me alegro de que te haya molado el programa de hoy ,2,vid llev camin inextric jajaj alegr mol program hoy
4566,#Gallardón : la policía ha actuado  obligada x violencia provocada.Desde  q es Ministro se ha quitado careta ideológica http://t.co/2yQJpSFY,1,gallardon polic actu oblig x violenci provocada.desd q ministr quit caret ideolog
12995,@nellylomar @dbarindelli1 para tener pensamientos propios te veo repetir como lorito la versión q los pptt quieren para volver a robarnos,1,ten pensamient propi veo repet lorit version q pptt quier volv rob
16805,".@UPyD Hoy a las 20h.ACTO DE CIERRE DE CAMPAÑA CON #R10 ROSA DÍEZ en el Circulo de Bellas Artes C/ Alcalá, 42 Madrid http://t.co/zbCOrVxj",2,hoy 20h.act cierr campañ r10 ros diez circul bell artes c alcal 42 madr
15359,@Laeme @estefansenlared @chelucana @GLlamazares porque yo a @marianorajoy no le voy a votar en la vida,0,voy vot vid
4841,“@martagg: @David_Busta tu rompes el mito que los artistas no se levantan antes de la 1 no?buenos días desde Ibiza” Me he caído de la cama!,2,“ romp mit artist levant 1 buen dias ibiz ” caid cam 
3594,Parece q algunos dicen q se ha pedido un nuevo recuento!!!! Horrorrrrr!!!!! #38CongresoPSOE,1,parec q dic q ped nuev recuent horrorrr 38congresopso
6035,"El discurso del miedo es el único recurso que les queda a los que se han quedado sin discurso, sin proyectos y sin ideas para Andalucía.",1,discurs mied unic recurs qued qued discurs proyect ide andaluc
6853,"Dirigentes regionales del PP defienden las ""medidas difíciles de Rajoy"" y reiteran que la situación no puede revertirse en el corto plazo.",2,dirigent regional pp defiend med dificil rajoy reiter situacion pued revert cort plaz
15151,"@marianorajoy en @el_pais: ""En algunos sectores pueden no hacer falta tantos funcionarios como hay en estos momentos"".",0,sector pued hac falt tant funcionari moment
10113,Mañana de nuevo a la realidad!! Amorsitooo muy buenas vacas de tu trabajo!! Excelente estar juntitos con Mati,2,mañan nuev realid amorsitoo buen vac trabaj excelent juntit mati
8706,"@avargas10785 yo hago eso, sino nadie contesta, así ven que no es mi culpa que no se muevan las cosas, perdón por vivir",0,hag sin nadi contest asi ven culp muev cos perdon viv
4177,Retos digitales en el Congreso. http://t.co/rQWmVw5E,0,ret digital congres
15036,"A todas las personas que vayan a votar al #PP #20N: recapacitar. No es ser de izquierdas o derechas, es que votareís a un incompetente",0,tod person vay vot pp 20n recapacit ser izquierd derech votar incompetent
1308,El Rey sin familia pero con la foto de Zp y @marianorajoy #discursodelRey,0,rey famili fot zp discursodelrey
13860,@eunhyukeeprince por eso yo también tengo mis bias.. y apoyo a los demás pero la mayoría del fandom no y pos..,0,bias .. apoy demas mayor fandom pos ..
9107,"@germangn09 pero igual es feo, horrible, espantoso",1,igual feo horribl espant
3452,"Habla la viceconsejera de Sanidad de Madrid: ""¿Tiene sentido que un enfermo crónico viva gratis del sistema?"". http://t.co/TbpRZPmQ",0,habl viceconsejer sanid madr ¿ enferm cronic viv gratis sistem
3695,Están divertidos en @lamananafjl . Muy acertado @DavilaGaceta y Cabrillo!,2,divert acert cabrill
4242,@estherpalomera se sabe quién comparece por parte del Gobierno?,0,sab quien comparec part gobiern
11349,"@alastrain El primer tuit nos llego a nosotros, por eso te preguntamos tanto  Que tengas un buen día y buena compra.",2,prim tuit lleg pregunt buen dia buen compr
2198,"Mas!El ex alcalde de Los Barrios y la delegada de Cultura de la Junta, imputados por delito urbanístico"" http://t.co/ywIPSbAs via @elmundoes",1,mas ex alcald barri deleg cultur junt imput delit urbanist
8967,"@gabrielselva_cr Ah no, es en el Auditorio Nacional. Hasta el próximo año en Marzo jaja",0,ah auditori nacional proxim año marz jaj
4425,"Bdías. Más de 3.000 orbyteros vieron ayer alguna de las pelis gratis. La + vista El Amante, seguida de Amen y de Ali. Hoy domingo de cine.",2,bdi 3.000 orbyter vieron ayer algun pelis gratis vist amant segu amen ali hoy doming cin
6151,Por cuanto tiempo mas puede retrasarse la tasa transacciones financieras?  http://t.co/EoXPchdb,1,cuant tiemp mas pued retras tas transaccion financ
14290,@Sari_lm Gracias linda Felíz Navidad!! Disfruta y celebra a nuestro salvador!.,2,graci lind feliz navid disfrut celebr salvador
943,Organizaciones agrarias aplauden recuperar el M. de Agricultura para dar mayor atención al sector  http://t.co/jOHrHVtG vía @europapress_es,2,organiz agrari aplaud recuper m agricultur dar mayor atencion sector
822,abc.es: Un 40% de los niños sufre bronquiolitis http://t.co/McjDYuTs,1,abc.es 40 niñ sufr bronquiolitis
15071,“@NNGGFuenlabrada: Estamos en el speaker corner de la calle Francia dando a conocer el programa del #PP #fuenlabrada”,0,“ speak corn call franci dand conoc program pp fuenlabr ”
5005,“@SaraMico: Es injusto que siga a @David_Busta desde que salió de OT y nunca me diga nada :(”TOTALMETE DE ACUERDO! SORRY,1,“ injust sig sal ot nunc dig :( ” totalmet acuerd sorry
6613,Ahí estaremos. http://t.co/tOWCdtKX,0,ahi
12470,Tengo que reconocer que es imposible que Lio me conozca o leea algun mensaje. Y eso me pone espantoso,1,reconoc impos lio conozc lee algun mensaj pon espant
8357,"@ushcala ¡Gracias! Ojalá eso sea cierto. Pucha, de verdad uno siente responsabilidad cuando invierten en uno",0,¡ graci ojal ciert puch verd respons inviert
5619,"http://t.co/GoreowF1 fotos del concierto de ayer en Silao, León.",0,
4547,Resulta inquietante y siniestro este ambiente de crispación contínua. #queestápasando,1,result inquiet siniestr ambient crispacion continu queestapas
12176,No quiero hacerme otra credencial,1,quier hac credencial
2538,"Pregunta: para darse d baja d un servicio d telefonía, x ley es obligatorio q te la tramiten d la misma manera q el alta? Cc @movistarpro_es",1,pregunt dars d baj d servici d telefon x ley obligatori q tramit d mism maner q alta cc
15150,Cada dia més a prop del #20N tot i que crec que ja sé com acabarà...,0,cad dia mes prop 20n tot i crec ja se com acabarà ...
11384,¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa,1,¡ ¡ agresion sexist despues fiest sangües
9504,"@eu_geneia eso me digo a mi misma todos los días, pero nunca entra en el presupuesto mensual",1,dig mism dias nunc entra presupuest mensual
15438,"@TereRomgar Ahora están tan enfrentados q no son operativos. Solo Chacón puede dar un golpe d estado ,) @obi_uan_kenobi @gabrielc7s7 @psoe",1,ahor tan enfrent q oper sol chacon pued dar golp d
5207,Y otra viuda que quiso abrazar al asesino y él se sorprendió sabiendo que no lo merecía... Aquí el videohttp://t.co/UGc2VcCB,2,viud quis abraz asesin sorprend sab merec ... aqu vide
16680,"High lights de mis intervenciones en http://t.co/KTO42k8w. Q el 20N lo qse decide es si habrá oposición real o no,si @UPyD tendrá o no grupo",0,high lights intervencion
16114,"Tras mitines, micrófono abierto y se puede preguntar lo que quieras. Sin censura y con posbilidad de réplica. Bravo #upyd",2,tras mitin microfon abiert pued pregunt quier censur posbil replic brav upyd
15778,"""Nos vamos a replantear muchas cosas"" dice @conRubalcaba Es necesario, no se puede vivir de rendas, de contextos que ya no están vigentes",2,vam replant much cos dic necesari pued viv rend context vigent
13576,"""Si tu supieras que por ti me muero, que yo te quiero te quiero te quiero te quiero..."" POR FIN TE ENCONTRE",0,si sup muer quier quier quier quier ... fin encontr
3054,"El paro supera los 5,27 millones de personas - http://t.co/AZ3nQgUy",1,"par super 5,27 millon person"
3675,"Mañana en #losdesayunosdetve analizamos en tertulia la victoria de Rubalcaba en el #38CongresoPSOE , Garzón, Siria y más.... A las 9.",2,mañan losdesayunosdetv analiz tertuli victori rubalc 38congresopso garzon siri ... 9
7777,". @agarzon Ojito, que hay muchos más que creen en la homeopatía, o que piensan que los transgénicos son perniciosos. ",0,ojit cre homeopat piens transgen pernici
7219,Diga cuanto nos van a costar las autovías de sus amiguetes ¿4500 millones o más ?  @EsperanzAguirre @PPopular ,1,dig cuant van cost autov amiguet ¿ 4500 millon
6723,@SergioRamos @davidbisbal @david_busta @2010misterchip @mariatoledomt @alejandrosanz @pabloalboran abrazo amigo!! Te deseo lo mejor!!;)),2,abraz amig dese mejor ;)
3300,"Madrid Espacios y Congresos, una empresa dedicada a centrifugar la deuda del Ayuntamiento de Madrid. http://t.co/kSOLyme5",1,madr espaci congres empres dedic centrifug deud ayunt madr
3310,Un Gollum de Lego http://t.co/6v3p5eEG,0,gollum leg
15097,"Mañana viernes en #Jerez acto cierre de campaña @conRubalcaba y @PepeGrinan no aguantar al 21 para protestar,el día 20 #paremosalPP#votaPsoe",0,mañan viern jerez acto cierr campañ aguant 21 protest dia 20 paremosalppvotapso
7222,Para que todo el mundo lo tengo claro .... @CsAlzira_ https://t.co/kcDxbhu3Ha ,0,mund clar ...
8520,@luisdbatallar esa tabla es muy reveladora,0,tabl revel
14079,"Es cuestión de actitud, de perspectiva y circunstancias. Así que buena cara a los momentos malos",0,cuestion actitud perspect circunst asi buen car moment mal
10683,@mendescodes @heroinseb enserio cuando habéis dicho que los froot loops están malos me ha dolido... ,1,enseri dich froot loops mal dol ...
14295,recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras,1,recuerd dij odi superficial ahor sol mencion cuant diner gan compr
14296,Último día Isla Bonita y mis amigas están tristes por eso las extrañaré,1,ultim dia isla bonit amig trist extrañ
5954,"@germanyanke @AthleticClub perdona, señor Raul.",0,perdon señor raul
10999,@vegetta777 @WillyrexYT @bysTaXx  que tal en el concierto  os lo pasasteis genial?,0,tal conciert pas genial
12601,"@grisel_ok a mi y a muchas personas nena ,que pasa ?aunque no nos conozcamos aqui estamos presente yo estoy",2,much person nen pas aunqu conozc aqui present
832,"Ha muerto Václav Havel, referencia moral para la izquierda europea. Resistió en los malos momentos y no abandonó los ideales en los buenos",1,muert vaclav havel referent moral izquierd europe resist mal moment abandon ideal buen
11272,"@joanes22 en esas fechas estaré en el @Designcampfest de Lima! Pero seguro que visito Pamplona con ""La Sed"" en noviembre ",0,fech lim segur visit pamplon sed noviembr
16911,"@miky_corregidor @iunida recuerdo una encuesta en Europa, defraudaria a hacienda? europa casi un 19% lo haria España más del 80% si pudiese",0,recuerd encuest europ defraudari haciend europ casi 19 hari españ 80 si pud
3462,"Silencio. La ""neutralidad activa"" ¿? está en el  estrado. Griñán no se sale del guión:""Saldremosmásfuertes-saldremosmásfuertes-saldremos...""",0,silenci neutral activ ¿ estrad griñan sal guion saldremosmasfuertes-saldremosmasfuertes-saldr ...
13490,@CaveroMv Eso es indiscutible. Bien por los cremas.,2,indiscut bien crem
16533,"@zuleima1990 a mi me ha partido q PP, PSOE e IU voten no a la eliminación de los privilegios a los parlamentarios como propone @UPyD",2,part q pp pso iu vot elimin privilegi parlamentari propon
7644,A punto de enpezar acto @esquerraunida en Sagunto. @agarzon @iblanco_eu @guillesampedro http://t.co/5lliPmX6Aa ,0,punt enpez acto sagunt
54,"Granado reconoce que da los datos de paro ""con objetividad"" por estar en interinidad. ¿Y antes? @TelediarioInter 20:30",1,gran reconoc da dat par objet interin ¿ 20:30
14423,"se acaba el 2016 y con él, el internet gratis de movistar 4G",1,acab 2016 internet gratis movist 4g
12257,@pulsionparcial Derrota por amplia diferencia?,0,derrot ampli diferent
3451,"Expectación en torno al Lehendakari que llega ""mudo"" al #CongresoPSOE http://t.co/x3nqUhnm",0,expect torn lehendakari lleg mud congresopso
6306,Cierre de campaña #elcambioabdaluz #malaga http://t.co/k5VkwLe6,0,cierr campañ elcambioabdaluz malag
10094,Envenenaron al Bruno Ya lo atendió el veterinario pero tengo miedo de que no aguante.,1,envenen brun atend veterinari mied aguant
1481,Menéame (si quieres): La modestia del ministro Morenés http://t.co/wYKQUGOU,1,meneam si quier ): modesti ministr morenes
4873,Me reclaman en la cocina. Esa es una llamada que nunca deberíais desatender.,2,reclam cocin llam nunc deb desatend
13088,"@ElConservadorUY 2,98 No alcanza ni para un batido decente!!",1,"2,98 alcanz bat decent"
16003,"Mi derecho y obligación ejercido!! Eso si, por favor optimizen y faciliten el proceso de voto por correo. #elecciones #20N",2,derech oblig ejerc si favor optimiz facilit proces vot corre eleccion 20n
8039,"Mami: el sábado vamos a ir a comer, vas a ir? Yo: si claro Mami: pero primero vamos a ir a misa Yo: ah! Yo sé llegar al lugar Mami:",0,mami sab vam ir com vas ir si clar mami primer vam ir mis ah se lleg lug mami
12343,"@abbu25 compre ""Hasta Borinquen"" por internet a ver si aprende un poquito y no dice bobadas!",1,compr borinqu internet ver si aprend poquit dic bob
15261,#Guadalajara Román (@PPopular) defiende la necesidad de hacer reformas en el mundo económico para mejorar las... http://t.co/JU6NaP8B,0,guadalaj roman defiend neces hac reform mund econom mejor ...
3335,Buenos días twitteros lo mas importante en la vida es acostarte y levantarte con la conciencia tranquila y nunca dejéis q os machaque nadie.,2,buen dias twitter mas import vid acostart levantart concienci tranquil nunc dej q machaqu nadi
6016,"Buenaaaaaas, en una horita estaré en @ProtasRadio con @santineila .",2,buena horit
16004,"@M_Menendez_rtve @conRubalcaba @PSOE ¿Es que la gente ha perdido la vista en el acto? De verdad, ¿se ha caído el Palacio y quién lo paga?",0,¿ gent perd vist acto verd ¿ caid palaci quien pag
4926,Eso parece@iurquizu Parece que en 2011  no controlaron bien el gasto las comunidades autónomas y no el gobierno central http://t.co/NcektwZ8,1,parec @iurquizu parec 2011 control bien gast comun autonom gobiern central
9139,Me da tanta playada tener que ponerle el cono de nuevo a whiska,1,da tant play ten pon con nuev whisk
5797,Enhirabuena RT @borissoler: A las 12h. presentamos #HairAcademy  #FuertesyHermosas ojala hubiese mas personas como tu http://t.co/ja9SVWQq,2,enhirabuen rt 12h present hairacademy fuertesyherm ojal mas person
11486,Si Peter Iglesias le hubiese hecho caso a su segundo ya estaría el gobierno solucionado hace mucho ,1,si pet iglesi hech cas segund gobiern solucion hac
10354,"A esta hora Twitter esta lleno de gente sentimental, que no puede dormir y que se siente de la mierda que pasa aqui diablos",1,hor twitt llen gent sentimental pued dorm mierd pas aqui diabl
