,texto,sentimiento,texto_normalizado
14237,@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía,0,    i entrar machete vii tampoco aun saber rumbo nueva trilogia
9652,@marianitapando ¿Y si vamos y te invito una hamburguesa con su respectiva malteada? *En verdad lo digo*,2,¿ si ir invito hamburguesa respectivo malteado verdad decir
15155,"@UPyD como es posible que con el reparto de the times tenga ciu 12 con 3,1% y #UPyD 4 con 3,8%!!!",0,posible reparto the times tener ciu upyd
15227,@patrigblanca @cayettano voy a poner tarifa ya mismo jejej os apuntais alguno al mitin de @marianorajoy ?,0,   voy poner tarifa mismo jejej apuntais alguno mitin
7395,"En Exposaldo. X una administración más flexible, sensible con gente y comercio#LaPalma@UPyD #ReconstruyendoLosLlanos http://t.co/Gwnwog5emn ",2,exposaldo x administracion mas flexible sensible gente comerciolapalma reconstruyendolosllanos
4839,Saldremos d una crisis provocada x una desregulación financiera mediante una desregulación laboral?,1,salir d crisis provocado x desregulacion financiero mediante desregulacion laboral
593,"Tienes razón, Adriana. Mañana estaré con vosotros en el programa de Federico “@AdrianaRey83: Todo un sinvergüenza...y me quedo corta”",1,razon adriana mañana programa federico “ sinverguenzay quedar corto ”
12028,"@kirazeuss Gracias ,lo mismo para ti ,Feliz año nuevo",2,gracia mismo feliz año nuevo
4719,. @PepeGrinan : la película - YouTube http://t.co/BYQjFd8X #GriñanLaPelicula Nominada a Los Oscars,2,    pelicula youtube
13876,"Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda",2,feliz salvado publico salvado jurado cantar dms bien ver solista aimee mas labanda
8738,"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",2,bonito anunciar excedente asociacion solidarista estan depositado
5827,Los independentistas catalanes y vascos amenazan con manifesytarse en Madrid. Lo debatimos en el @TelediarioInter 20:30,1,independentista catalán vascos amenazar manifesytarse madrid debatir
10750,@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!! ,2,tenia fichado tener ganas dar uso ¡ ¡ gracia
7962,"@sanchezcastejon . @domecqsolano los regionales no asimilan tu posición política, eres grande. ",2,    regional asimilar posicion politica grande
12917,"@sebacancinos Perfecto, muchas gracias por dar el aviso. Vamos a consultar con el equipo de tecnología. Saludos",2,perfecto gracia dar aviso vamos consultar equipo tecnologia saludos
12471,Todos son retwitteados y yo nunca,1,retwitteados nunca
5887,Soy del Madrid pero hoy voy con el Bilbao. RT @SorianoMaicol: @evamanzana amor de que equipo es @AlejandroSanz ? ... http://t.co/atNoofCQ,2,madrid hoy ir bilbao rt    amor equipo    
2355,"“@Yaye_: #lachispadelavida da gusto ver cine español y que la sala esté llena.Enhorabuena por la película. me ha encantado,sin más” gracias!",2,“ lachispadelavida dar gusto ver cine español sala llenaenhorabuena pelicula encantadosin mas ” gracia
6036,Llegando a Jaen con @_Rubalcaba_ a un a mitin con @micaela_navarro y Paco Reyes en el recinto ferial #EstoyconGriñan #votaPSOE,0,llegar jaen mitin paco reyes recinto ferial estoycongriñan votapsoe
4798,Una belleza para estas horas!  Te la dedico si no puedes dormir!  Emeli Sande - Daddy - Acoustic Harmony: http://t.co/j9KWFTSY vía @youtube,2,belleza horas dedicar si puedes dormir emeli sande daddy acoustic harmony
10635,@nicocmadrid ¡Estamos de acuerdo contigo Nico!,2,¡ acuerdo contigo nico
15473,"@UPyD ""decimos lo que queremos hacer y como lo queremos pagar""",2,decir querer hacer querer pagar
4592,Y las ballenas son reales ¡¡. http://t.co/HPWHq4bQ,0,ballena real ¡ ¡
11235,"@Maryansoy para el frio la solucion es hacer lo que dice esta frase ""sabado sabadete camisa nueva y ...."" ",2,frio solucion hacer decir frase sabado sabadete camisa nueva
8657,"@LuisRonaldMesen @amy_arom es simple! Mejor no arriesgarse, el q la consuma q la disfrute, yo mejor paso y ya",0,   simple mejor arriesgarse q consuma q disfrute mejor paso
163,Gracias Venezuela!!! http://t.co/UdCRaDkY,2,gracia venezuela
671,No se olviden de votar por Oscar Cruz *7714,0,olvidar votar oscar cruz
4268,Wow! RT @adelreal_: No lo he soñado: http://t.co/79iNwEd9 ha conseguido 15000 nuevos donantes d órganos. @taniallasera @mrtfernandez,2,wow rt soñar
14309,Q lindo y agradable detalle Se ve q me conoces algo,2,q lindo agradable detalle ver q conocer
16900,Pregunta a @cayo_lara e @iunida ¿estáis a favor de eliminar los privilegios de los políticos? #privilegiospoliticos,1,pregunta ¿ estais favor eliminar privilegio politicos privilegiospoliticos
7381,"-@rosadiezupyd lamenta que el # empleo no termine de estabilizarse y dice que el #paro ""sigue siendo dramático"" http://t.co/1xdS3UjJWk #EPA ",1,lamentar empleo terminar estabilizarse decir paro seguir siendo dramatico
17035,"#rebélate @iunida GLlamazares: ""¡No hagáis voto útil, que es el más inútil de los votos!"" http://t.co/nruz8udA",0,rebelate gllamazares ¡ hagais voto util mas inutil voto
10202,Me salió el mono en la rosca... creo será la única sorpresa de mi año,1,salio mono rosca creer sera unica sorpresa año
6357,Hoy en Sopuerta(Bizkaa):Un edil de Bildu amenaza a sus vecinos por ir contra el proceso -http://t.co/qbrDGMWU vía @larazon_es,1,hoy sopuertabizkaaun edil bildu amenaza vecino ir proceso
11277,Lo único malo de Death Note es que dura muy poco. ,1,unico malo death note durar
14401,"Maldito gordo, creación de coca cola :v #feliznavidad",1,maldito gordo creacion coca cola v feliznavidad
9093,Hoy tuve mi primera premier y fue un éxito,2,hoy tener primera premier exito
5542,Lanzarse a las calles con las botas de macarra... Gran sábado.,2,lanzarse calle bota macarra gran sabado
6007,Esperanzador y fructífero el encuentro q ha mantenido el Ministro Montoro con los empresarios de la @ceccadiz. http://t.co/Vymga3YE,2,esperanzador fructifero encuentro q mantener ministro montoro empresario
7994,"@marianorajoy pero de que año? Del 2025? Venga gracias lo estáis haciendo muy bien. Mejor no se puede hacer. Saludos a Rato, el pobre ",1,año venir gracia estais hacendar bien mejor puede hacer saludo rato pobre
7639,@PSOE  @sanchezcastejon por que no aplicais la corrupción sistémica a la cúpula de la junta de andalucia sois todos patéticos pp  PSOE  iu ,1,    aplicais corrupcion sistemica cupula junta andalucia pateticos pp psoe iu
6794,Esto le gustará especialmente a mi @maximhuerta http://t.co/IKDNVCq8 Buen domingo!,2,gustar especialmente
10901,@AndreaNavedo Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos! ,2,hola bello andrea tener maravilloso dia besito
7759,Un 25%. Trankis que con wert i su educación dentro de unos años sera 50% ,1,trankis wert i educacion dentro año sera
4837,"Para entender la crucial importancia de ese quiosco, hay que leer tuits anteriores #puertasdimensionales",2,entender crucial importancia quiosco leer tuits anterior puertasdimensionales
2293,Se confirma rebaja de raiting Francia e Italia. A la espera de q España reciba la llamada correspondiente. Solo Alemania tiene AAA,0,confirmar rebaja raiting francia italia espera q españa recibir llamada correspondiente solo alemania tener aaa
6549,Què es un éxito en la huelga para los sindicatos? Servirá para algo? Forzarán al gobierno a negociar? UGT y CCOO hoy en #losdesayunosdetve,2,què exito huelga sindicato servira forzar gobierno negociar ugt ccoo hoy losdesayunosdetve
7899,"@mariceli23 @GaetanoLoHace @ahorapodemos por eso votaremos a podemos, para que eso no pase en España. ",2,    votar podemos par españa
13886,Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!,1,dia mas agotador conferencia laboratorio clase parar cerrar dia mañana tener clase full day yeeee
4481,"Moderación, humildad, sencillez, transparencia, participación y respeto a los demás es lo que se respiraba en el #17CongresoPP ;-))",2,moderacion humildad sencillez transparencia participacion respetar demas respirar congresopp
13495,@YurikitoKSP @Universitario que feo tu corazoncito! Deja ser feliz a los demás,0,   feo corazoncito dejar ser feliz demas
12798,@DianiDeMG ¡Qué bueno! Esas sorpresas emocionan,2,¡ bueno sorpresa emocionan
3716,"Mi enhorabuena a Soraya Rodríguez por su nuevo cometido. Espero y deseo debates positivos, constructivos y útiles para la sociedad española.",2,enhorabuena soraya rodriguez nuevo cometido espero desear debate positivo constructivo utiles sociedad español
10838,Tener las piernas llenas de picaduras de mosquitos que parecen heridas NO ME HACE GRACIA. ,1,tener pierna lleno picadura mosquito parecer herida hacer gracia
6141,";-))“@marinapinau: @anapastor_tve en @ABC_Master respondiendo a todas nuestras preguntas sin dar rodeos, gracias! http://t.co/zeCUnWRO”",2,“ responder preguntas dar rodeo gracia
9957,"@lili_blend ahora te entiendo, roji! Hoy que salí sola me di cuenta que no dejé de morderme los labios todo el tiempo de nervios y miedo",1,ahora entender roji hoy sali solo decir contar deje morderme labio tiempo nervio miedo
1549,"En el @TelediarioInter 20:30 hemos entrevistado a Mons. Juan Antonio Reig, organizador de la misa de las familias",0,   entrevistar mons juan antonio reig organizador misa familia
11222,@zKnowcks7 la culpa es de la gente que juega segunda no te engañes a ti mismo ,1,culpa gente jugar segunda engañar mismo
10332,"Que pinche chiste tiene estar ""medio alto"" si todos aquí están bien pigmeos",1,pinche chiste tener medio alto si aqui estan bien pigmeos
2044,"Son los riesgos de hacer cine ""alternativo"".",1,riesgo hacer cine alternativo
767,@ccifuentes @luisfernandez @albert_rivera @jordi_canyas @franhervias @alcaldejun ;-)) abrazote,2,        abrazote
5693,@FedericoQuevedo Gracias!!!! Mil besos,2,gracia mil beso
7871,@mjestevez @verdadesofenden @sanchezcastejon @La_SER aggggg son degenerados  hasta para hacer los carteles electorales que vergüenza  y asco ,0,     aggggg degenerados hacer cartel electoral verguenza asco
9701,"—Un café por favor. —El café, ¿lo va a querer solo? —No, sí quieres siéntate aquí a mi lado y me cuentas toda tu puta vida. — Ay",1,— cafe favor — cafe ¿ va querer solo — si querer sientate aqui lado contar puta vida — ay
7858,@IsaIsabel_9 @ridermarina @sanchezcastejon otro ejemplo más del PPSOE que se aproxima ,1,    ejemplo mas ppsoe aproximar
3302,Cuidado con la historia de la deuda: EL PAÍS también incorpora el blog de Paul Krugman a su nueva web de Economía http://t.co/QBH1ANsD,2,cuidado historia deuda pais tambien incorpora blog paul krugman nueva web economia
4517,"Bdías y buena semana! Unas palabras el día después del #19F  ""¿Bocadillo y pancarta... o copa y puro?"" @Semanaldigital http://t.co/KKEvmB0M",2,bdias bueno semana palabra dia despues f ¿ bocadillo pancarta copa puro
12412,"@abbu25 jaja muy buena ! el tipo le dice al hijo q no está preparado y la gente lo votó como ""el"" candidato !",1,jaja bueno tipo decir hijo q preparado gente voto candidato
16240,#nomeolvido que gane quien gane el #20n el movimiento #15m está obligado a seguir en la lucha #spanishrevolution #votaaotros,2,nomeolvido ganar ganar n movimiento m obligado seguir lucha spanishrevolution votaaotros
14440,"Mis amigas me preguntaban ¿que te pasa? Y yo les decía estoy re dormida ,SIN DUDAS NECESITABA UN DESPERTADOR",0,amigo preguntar ¿ pasa decia re dormido duda necesitar despertador
3292,"Venancio Blanco, patrimonio Salamanca y su provincia. Esta tarde, 20,30 horas en el Liceo, el documental de su vida. http://t.co/kgMvwbmZ",0,venancio blanco patrimonio salamanca provincia tarde horas liceo documental vida
9012,Que pecadito la gente afectada por las inundaciones,1,pecadito gente afectada inundación
1403,"Rubalcaba anunciará su candidatura a la secretaría general del PSOE este jueves en la sede de UGT, según El País",0,rubalcar anunciar candidatura secretaria general psoe jueves sede ugt segun pais
1382,"Interviene el Rey ""reconocimiento a la memoria, diginidad y valentía de las víctimas"" #Congreso",2,intervenir rey reconocimiento memoria diginidad valentia victimas congreso
10341,Mierda porque es tan difícil decidir en que casa vivir? Hay pros y contras en cada una,1,mierda tan dificil decidir casar vivir pro contras cada
6929,Esta noche a @24horas_rne con Iñigo Alfonso.,0,noche iñigo alfonso
5671,Arenas niega el debate. ¿Que quiere ocultar? ¿Que no tiene política para crear empleo en Andalucía? ¿Solo recortes y más paro? #25M,1,arena negar debate ¿ querer ocultar ¿ tener politica crear empleo andalucia ¿ solo recortes mas paro m
1638,Yo diría que si “@Pituu4: @Buenafuente sera este el año en el que vuelva BUENAFUENTE a nuestras casas??”,2,diria si “ sera año volver buenafuente casa ”
14084,@verdesrosas receta médica? Full pepas y descanso,0,receta medica full pepa descanso
8801,La lluvia definitivo no me tiene piedad cuando ando en bus,1,lluvia definitivo tener piedad andar bus
6908,@rrodriguezmaeso Empanado o rebozado?,1,empanar rebozado
8592,"Soy una anticuada, pero cómo me duele ver o escuchar a gente querida hasta el rabo",1,anticuado dolar ver escuchar gente querido rabo
6407,"Guerra de encuestas! Canal Sur no da la mayoría absoluta al PP, y otras sí.",0,guerra encuestas canal sur dar mayoria absoluta pp si
9075,"¡¡EL PUEBLO MÁS BONITO DE ESPAÑA 2016!! Enhorabuena @viniegradeabajo Sólo Rioja, sólo bueno",2,¡ ¡ pueblo mas bonito españa enhorabuena solo rioja solo bueno
11758,@erikagf647 cámara trampa no activé pero el GPS está sincronizado con las fotos y las manda directo a Drive así que veo todo en mi cuenta,0,camar trampa activar gps sincronizado foto manda directo drive asi ver cuenta
12478,@SanchezMassi me parece que queres perder feo,1,parecer queres perder feo
1179,"Cómpralo, no te arrepentirás, Nacho “@nachoberja: @pedroj_ramirez lo compro o no lo compro??? http://t.co/V9u7d7VN”",2,compralo arrepentiras nacho “ compro compro
5448,Gracias a ti. RT @danielatorresgo: @AlejandroSanz  Gracias ♥ http://t.co/6Z5bhUhO,2,gracia rt     gracia ♥
12437,@Natt985 #ViernesDeComidaChatarra en mi laburo es así,0,viernesdecomidachatarra laburo asi
13411,"@pau_2189 siempre la gente es pesada, pero normal Pau, que te llegue",0,siempre gente pesado normal pau llegar
14746,La gente ya se dedica a criticar a #Rajoy cuando ni siquiera todavía es presidente por las medidas que nos ayudaran a salir de la crisis...,1,gente dedicar criticar rajoy siquiera todavia presidente medido ayudar salir crisis
10323,La verdad hoy fue una noche bastante aburrida espero poder salir mañana,1,verdad hoy noche bastante aburrido esperar poder salir mañana
5078,España reconoce ya un proceso de negociación en Bruselas. No es posible cumplir el objetivo de déficit en 2012 estando en recesión,1,españa reconocer proceso negociacion bruselas posible cumplir objetivo deficit recesion
